filepath,pii_hash,category,event_code,methodology,confidence_score
/Users/webdev/Documents/Complyable/small_batch/275-lebenslauf-vorlage-schüler.pdf,5dabf059842755a55dbaac2b1fb2a6a5c0a8521ebe0af3da27860c6d96ac605d,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
/Users/webdev/Documents/Complyable/small_batch/275-lebenslauf-vorlage-schüler.pdf,ffbc32175897f96210dd5e385442344b7196870a505412e394e3edc26723286a,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
/Users/webdev/Documents/Complyable/small_batch/275-lebenslauf-vorlage-schüler.pdf,a484d08c63ac98a79b1f2dca8096d706fe15cf7d0c3d5e9afb304d14a41bf18d,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
/Users/webdev/Documents/Complyable/small_batch/275-lebenslauf-vorlage-schüler.pdf,a484d08c63ac98a79b1f2dca8096d706fe15cf7d0c3d5e9afb304d14a41bf18d,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
/Users/webdev/Documents/Complyable/small_batch/Lebenslauf_persoenlich_junior copy.pdf,a484d08c63ac98a79b1f2dca8096d706fe15cf7d0c3d5e9afb304d14a41bf18d,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
/Users/webdev/Documents/Complyable/small_batch/Lebenslauf_persoenlich_junior copy.pdf,a484d08c63ac98a79b1f2dca8096d706fe15cf7d0c3d5e9afb304d14a41bf18d,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
/Users/webdev/Documents/Complyable/small_batch/Lebenslauf_persoenlich_junior copy.pdf,6b60c2ef62ccf55245de56480951c9fbabafab2ae57a2a6b4d61e4fd45f48119,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
/Users/webdev/Documents/Complyable/small_batch/Lebenslauf_persoenlich_junior copy.pdf,6b60c2ef62ccf55245de56480951c9fbabafab2ae57a2a6b4d61e4fd45f48119,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
/Users/webdev/Documents/Complyable/small_batch/Lebenslauf_persoenlich_junior copy.pdf,fa23b3bc413a6b55e96e8d6e1db0888465b790e92d58c49354a61092f5e84f7b,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
/Users/webdev/Documents/Complyable/small_batch/Lebenslauf_persoenlich_junior copy.pdf,4e425901c513bb380b43697595e3640c43794040acec56d2c3aa8f205062ea51,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
/Users/webdev/Documents/Complyable/small_batch/Lebenslauf_persoenlich_junior copy.pdf,ccae499316d9373675a2374c1bc827264e5612561490aebd2c5db7e9fdcf498a,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
/Users/webdev/Documents/Complyable/small_batch/Lebenslauf_persoenlich_junior copy.pdf,80652d939cb9fbf070bfd9ae25af62b77aa2c049ddd9ad6c4f2b00000256e73e,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
/Users/webdev/Documents/Complyable/small_batch/243-lebenslauf-ausbildung.docx,74b7eef93f131b1dc54803335895c71ac192167c21b2f26c7ddddcb91e27519d,Inclusion,T3-GIP,Linguistic Gender Neutralization,1.0
/Users/webdev/Documents/Complyable/small_batch/243-lebenslauf-ausbildung.docx,a73add1aecea03a894ca65d99bc5e91d21b58cdb728343bbcb6cf6cf38b809f5,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
/Users/webdev/Documents/Complyable/small_batch/243-lebenslauf-ausbildung.docx,d04fd59f3d9a1fd424c47874ae1dab0dde54fa73ba474245bfac79279afe6df7,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
/Users/webdev/Documents/Complyable/small_batch/243-lebenslauf-ausbildung.docx,78cd68013a72c7755b4a9b3941b8138d834140f017c14631d4f46a489823ae9e,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
/Users/webdev/Documents/Complyable/small_batch/243-lebenslauf-ausbildung.docx,4e425901c513bb380b43697595e3640c43794040acec56d2c3aa8f205062ea51,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
/Users/webdev/Documents/Complyable/small_batch/243-lebenslauf-ausbildung.docx,4e425901c513bb380b43697595e3640c43794040acec56d2c3aa8f205062ea51,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
/Users/webdev/Documents/Complyable/small_batch/243-lebenslauf-ausbildung.docx,4e425901c513bb380b43697595e3640c43794040acec56d2c3aa8f205062ea51,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
/Users/webdev/Documents/Complyable/small_batch/243-lebenslauf-ausbildung.docx,4e425901c513bb380b43697595e3640c43794040acec56d2c3aa8f205062ea51,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
/Users/webdev/Documents/Complyable/small_batch/243-lebenslauf-ausbildung.docx,e72fa00cbe72a828389cb978b7f0209ad9207bead832e2b5fe3d7a5ec52c45f1,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
/Users/webdev/Documents/Complyable/small_batch/lebenslauf_anna_mueller.pdf,0f153ef173cef2d7892b4173b7a58d2930e3d3d9bc37bc504dc50389c00f3360,Inclusion,T3-GIP,Linguistic Gender Neutralization,0.9
/Users/webdev/Documents/Complyable/small_batch/lebenslauf_anna_mueller.pdf,5dabf059842755a55dbaac2b1fb2a6a5c0a8521ebe0af3da27860c6d96ac605d,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
/Users/webdev/Documents/Complyable/small_batch/lebenslauf_anna_mueller.pdf,64f6e01ef0e38fbec022b46e1949d7019a152f61b0f6c5b29b1fe8d50f3906dc,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
/Users/webdev/Documents/Complyable/small_batch/lebenslauf_anna_mueller.pdf,1a1b9ecbd7acbd2d9ecd014d759281413e2c9abd20e0c3f0d31a0fca282aab65,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
/Users/webdev/Documents/Complyable/small_batch/lebenslauf_anna_mueller.pdf,a484d08c63ac98a79b1f2dca8096d706fe15cf7d0c3d5e9afb304d14a41bf18d,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
/Users/webdev/Documents/Complyable/small_batch/lebenslauf_anna_mueller.pdf,00f1b7d3b1b91eed63812885af220dc80c6834a5f448246c2a0309be5e9e94db,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
/Users/webdev/Documents/Complyable/small_batch/lebenslauf_anna_mueller.pdf,a484d08c63ac98a79b1f2dca8096d706fe15cf7d0c3d5e9afb304d14a41bf18d,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
/Users/webdev/Documents/Complyable/small_batch/lebenslauf_anna_mueller.pdf,a484d08c63ac98a79b1f2dca8096d706fe15cf7d0c3d5e9afb304d14a41bf18d,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
/Users/webdev/Documents/Complyable/small_batch/234-vertriebsingenieur-lebenslauf.pdf,bf74e4a280affafbdf6692bc6a9f3d66b03094fbfb4a91589bc7fd6b32664fdb,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
/Users/webdev/Documents/Complyable/small_batch/234-vertriebsingenieur-lebenslauf.pdf,bf74e4a280affafbdf6692bc6a9f3d66b03094fbfb4a91589bc7fd6b32664fdb,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
/Users/webdev/Documents/Complyable/small_batch/234-vertriebsingenieur-lebenslauf.pdf,71127078944ae1bcecee6773c46b0ef74008258b51cb3ea47adc04a7685e1aa7,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
/Users/webdev/Documents/Complyable/small_batch/234-vertriebsingenieur-lebenslauf.pdf,71127078944ae1bcecee6773c46b0ef74008258b51cb3ea47adc04a7685e1aa7,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
/Users/webdev/Documents/Complyable/small_batch/234-vertriebsingenieur-lebenslauf.pdf,fa23b3bc413a6b55e96e8d6e1db0888465b790e92d58c49354a61092f5e84f7b,Inclusion,T3-FLG,Morphological Gender Flagging,0.75
